student_id,department,subject_name,feedback_text,preprocessed_text,sentiment_label,sarcasm_flag,emotion_tag,feedback_type,subject_specific_context,response_required
STU0429,MBA,Marketing,Fall method itself speak across computer oil north Mr perform indeed speak upon perhaps arm market big model table sure.,fall method itself speak across computer oil north mr perform indeed speak upon perhaps arm market big model table sure,neutral,0,joy,Infrastructure,Lab-Intensive,1
STU0430,ENG,Modern Fiction,Animal beautiful loss country expert condition analysis forget you goal wall senior house road training tough.,animal beautiful loss country expert condition analysis forget you goal wall senior house road training tough,positive,0,sadness,Instructor,Theory-Heavy,1
STU0431,ENG,Modern Fiction,Indeed laugh local art kid president maintain.,indeed laugh local art kid president maintain,positive,0,joy,Academic,Lab-Intensive,1
STU0432,MBA,Marketing,System Congress indeed little health government tax onto always specific growth.,system congress indeed little health government tax onto always specific growth,neutral,0,surprise,Instructor,Lab-Intensive,1
STU0433,BIO,Genetics,World discover partner himself party care keep everybody imagine.,world discover partner himself party care keep everybody imagine,positive,0,neutral,Academic,Lab-Intensive,0
STU0434,CS,AI,Of democratic particular perform believe along.,of democratic particular perform believe along,negative,0,anger,Academic,Project-Based,1
STU0435,CS,AI,Film once now name catch most anything little.,film once now name catch most anything little,negative,0,neutral,Academic,Lab-Intensive,1
STU0436,ME,Fluid Mechanics,Option some close purpose minute left operation type send sense here.,option some close purpose minute left operation type send sense here,positive,0,surprise,Instructor,Theory-Heavy,1
STU0437,MBA,Finance,Usually success including work high brother through way degree once less agent.,usually success including work high brother through way degree once less agent,negative,0,anger,Academic,Lab-Intensive,1
STU0438,BIO,Genetics,Peace drop choose everybody word someone answer bag defense culture.,peace drop choose everybody word someone answer bag defense culture,neutral,0,sadness,Infrastructure,Theory-Heavy,1
STU0439,ME,Fluid Mechanics,Movement blue doctor how light official idea could fly example.,movement blue doctor how light official idea could fly example,neutral,0,anger,Instructor,Theory-Heavy,0
STU0440,BIO,Microbiology,Chair beat action question stop country mother interesting.,chair beat action question stop country mother interesting,positive,1,neutral,Academic,Project-Based,1
STU0441,ME,Fluid Mechanics,View six tax message bit tough detail energy.,view six tax message bit tough detail energy,positive,0,sadness,Instructor,Theory-Heavy,0
STU0442,MBA,Finance,Subject tell under company system without collection teach report alone finally room news.,subject tell under company system without collection teach report alone finally room news,positive,0,sadness,Instructor,Lab-Intensive,1
STU0443,BIO,Genetics,Bad body film explain even too practice tonight road blue community help.,bad body film explain even too practice tonight road blue community help,neutral,1,fear,Infrastructure,Theory-Heavy,1
STU0444,MBA,Finance,Group for let spring quite feel happen voice analysis film guy peace rest deep firm hour oil fact.,group for let spring quite feel happen voice analysis film guy peace rest deep firm hour oil fact,negative,0,neutral,Infrastructure,Theory-Heavy,1
STU0445,ENG,Poetry,Available join under public operation feeling shake blue easy accept cell another oil.,available join under public operation feeling shake blue easy accept cell another oil,positive,0,joy,Academic,Project-Based,1
STU0446,CS,AI,Then fear former computer writer article family floor life bed.,then fear former computer writer article family floor life bed,positive,0,surprise,Instructor,Lab-Intensive,0
STU0447,CIVIL,Concrete Tech,Area dinner ground these you low draw key recently live.,area dinner ground these you low draw key recently live,positive,0,anger,Instructor,Lab-Intensive,1
STU0448,ME,Thermodynamics,Consumer even stock even phone character several respond speech audience some color hour thing process.,consumer even stock even phone character several respond speech audience some color hour thing process,negative,0,sadness,Academic,Theory-Heavy,1
STU0449,CS,Data Structures,Deep high foreign red president Democrat hold.,deep high foreign red president democrat hold,negative,0,neutral,Academic,Theory-Heavy,1
STU0450,CIVIL,Surveying,Business door push oil report street quality garden role certainly require mind unit city civil far street fish.,business door push oil report street quality garden role certainly require mind unit city civil far street fish,positive,0,neutral,Academic,Theory-Heavy,0
STU0451,CIVIL,Concrete Tech,Population war mean family necessary answer evidence sport finish every.,population war mean family necessary answer evidence sport finish every,positive,0,sadness,Infrastructure,Lab-Intensive,1
STU0452,ECE,Embedded Systems,Keep tend service treatment yet power probably arrive sometimes.,keep tend service treatment yet power probably arrive sometimes,neutral,0,sadness,Infrastructure,Lab-Intensive,1
STU0453,BIO,Genetics,Shoulder can success contain.,shoulder can success contain,neutral,0,sadness,Infrastructure,Lab-Intensive,1
STU0454,ME,Thermodynamics,Car prepare everyone work raise itself movie reduce say during man figure born shoulder see success during teacher cost nice our.,car prepare everyone work raise itself movie reduce say during man figure born shoulder see success during teacher cost nice our,positive,1,neutral,Instructor,Theory-Heavy,1
STU0455,CIVIL,Surveying,Appear power task base environment choice front cost better anything husband rise.,appear power task base environment choice front cost better anything husband rise,positive,0,joy,Infrastructure,Theory-Heavy,1
STU0456,CIVIL,Concrete Tech,Blood four middle describe policy either page future begin teach mouth.,blood four middle describe policy either page future begin teach mouth,neutral,1,sadness,Instructor,Theory-Heavy,1
STU0457,CIVIL,Concrete Tech,Away of brother give attack many increase along cover develop attention baby find.,away of brother give attack many increase along cover develop attention baby find,positive,0,neutral,Infrastructure,Lab-Intensive,1
STU0458,CIVIL,Surveying,Important weight agent development race financial attorney media major gas work position present have friend statement.,important weight agent development race financial attorney media major gas work position present have friend statement,positive,0,neutral,Infrastructure,Project-Based,1
STU0459,CS,AI,Learn use computer trip difference view threat music century bag alone nice either.,learn use computer trip difference view threat music century bag alone nice either,negative,0,surprise,Academic,Lab-Intensive,1
STU0460,ME,Thermodynamics,Truth value while describe news manager participant social turn military day word exactly.,truth value while describe news manager participant social turn military day word exactly,positive,0,sadness,Instructor,Theory-Heavy,1
STU0461,ME,Fluid Mechanics,Open society quality question song crime conference would question away lawyer face where.,open society quality question song crime conference would question away lawyer face where,negative,0,neutral,Infrastructure,Lab-Intensive,1
STU0462,BIO,Genetics,Education natural recent there out available capital administration establish room.,education natural recent there out available capital administration establish room,negative,0,neutral,Instructor,Lab-Intensive,1
